topic,rep_idx,rep_ctfidf,rep_string,Count,Action
41,0,0.4193,share clarification regarding extended,3,
41,1,0.4193,share clarification regarding,3,
41,2,0.4191,share clarification,3,
41,3,0.4183,remarks share clarification regarding,3,
41,4,0.4183,remarks share clarification,3,
41,5,0.4078,extended stay,3,"Doctor Letter providing the reason for prolonged stay, and case summary"
41,6,0.4061,regarding extended,3,"Doctor Letter providing the reason for prolonged stay, and case summary"
41,7,0.4058,regarding extended stay,3,"Doctor Letter providing the reason for prolonged stay, and case summary"
41,8,0.4056,extended,3,
41,9,0.4048,clarification regarding extended stay,3,"Doctor Letter providing the reason for prolonged stay, and case summary"
41,10,0.4048,clarification regarding extended,3,
41,11,0.4039,extended stay comorbidities supportive,3,"Doctor Letter providing the reason for prolonged stay, and case summary"
41,12,0.4039,regarding extended stay comorbidities,3,"Doctor Letter providing the reason for prolonged stay, and case summary"
41,13,0.4039,comorbidities supportive,3,
41,14,0.4039,stay comorbidities supportive,3,"Doctor Letter providing the reason for prolonged stay, and case summary"
41,15,0.4038,stay comorbidities,3,"Doctor Letter providing the reason for prolonged stay, and case summary"
41,16,0.4038,extended stay comorbidities,3,"Doctor Letter providing the reason for prolonged stay, and case summary"
41,17,0.4035,clarification regarding,3,
41,18,0.4032,comorbidities,3,
41,19,0.3895,regarding,3,
42,0,0.4033,assistfirst letter remarks,2,
42,1,0.4033,medi assistfirst letter remarks,2,
42,2,0.3885,main original,2,
42,3,0.3885,hospital main original,2,
42,4,0.3849,hospital main,2,
42,5,0.3797,main,2,
42,6,0.3793,letter remarks,2,
42,7,0.366,remarks hospital,2,
42,8,0.3657,remarks hospital main original,2,
42,9,0.3657,remarks hospital main,2,
42,10,0.3248,letter remarks hospital main,2,
42,11,0.3231,hospital main original provide,2,
42,12,0.3231,main original provide,2,
42,13,0.3216,letter remarks hospital,2,
42,14,0.3189,assistfirst letter remarks hospital,2,
42,15,0.3165,hospital final,2,
42,16,0.3052,submit hospital,2,
42,17,0.3051,final claim document,2,
42,18,0.3051,final claim document couriered,2,
42,19,0.3043,claim document couriered,2,
43,0,0.3114,chart remarks provide supportive,1,
43,1,0.2665,tpr chart remarks provide,1,Ensure to provide TPR Chart
43,2,0.2476,note tpr chart remarks,1,Ensure to provide TPR Chart
43,3,0.2449,tpr chart remarks,1,Ensure to provide TPR Chart
43,4,0.2426,report provide attested,1,
43,5,0.2426,report provide attested copy,1,
43,6,0.2357,chart remarks provide,1,
43,7,0.2068,chart remarks,1,
43,8,0.1648,doctor note surgery note,1,Ensure to provide all indoor papers
43,9,0.1648,daily doctor note surgery,1,Ensure to provide all indoor papers
43,10,0.1648,doctor note surgery,1,Ensure to provide all indoor papers
43,11,0.1648,admission note daily doctor,1,Ensure to provide all indoor papers
43,12,0.1648,note daily doctor note,1,Ensure to provide all indoor papers
43,13,0.1648,note daily doctor,1,Ensure to provide all indoor papers
43,14,0.1647,daily doctor note,1,Ensure to provide all indoor papers
43,15,0.1647,daily doctor,1,Ensure to provide all indoor papers
43,16,0.1646,diagnosis provide attested copy,1,
43,17,0.1646,diagnosis provide attested,1,
43,18,0.1646,note tpr chart,1,Ensure to provide TPR Chart
43,19,0.1645,note tpr,1,Ensure to provide TPR Chart
44,0,0.3925,schedule charge tariff revise,1,Ensure you have provided bill as per the agreed tariff or packages only
44,1,0.3922,charge tariff revise,1,Ensure you have provided bill as per the agreed tariff or packages only
44,2,0.382,tariff revise,1,Ensure you have provided bill as per the agreed tariff or packages only
44,3,0.3079,revise,1,
44,4,0.2899,remarks provide revised medical,1,Ensure you have provided bill as per the agreed tariff or packages only
44,5,0.2896,remarks provide revised,1,
44,6,0.2887,package remarks provide revised,1,
44,7,0.275,tariff remarks provide revised,1,Ensure you have provided bill as per the agreed tariff or packages only
44,8,0.2739,rate remarks provide revised,1,
44,9,0.2667,charge tariff revert,1,Ensure you have provided bill as per the agreed tariff or packages only
44,10,0.2667,schedule charge tariff revert,1,Ensure you have provided bill as per the agreed tariff or packages only
44,11,0.2656,tariff revert,1,Ensure you have provided bill as per the agreed tariff or packages only
44,12,0.2648,package remarks provide,1,Ensure you have provided bill as per the agreed tariff or packages only
44,13,0.2547,rate remarks provide,1,
44,14,0.2542,charge tariff revise agreed,1,Ensure you have provided bill as per the agreed tariff or packages only
44,15,0.2506,agreed schedule charge tariff,1,Ensure you have provided bill as per the agreed tariff or packages only
44,16,0.2506,schedule charge tariff,1,Ensure you have provided bill as per the agreed tariff or packages only
44,17,0.2505,medical agreed schedule charge,1,Ensure you have provided bill as per the agreed tariff or packages only
44,18,0.2505,revised medical agreed schedule,1,Ensure you have provided bill as per the agreed tariff or packages only
44,19,0.2505,medical agreed schedule,1,Ensure you have provided bill as per the agreed tariff or packages only
45,0,0.5139,medi assistfirst letter remarks,2,
45,1,0.5139,assistfirst letter remarks,2,
45,2,0.4814,letter remarks,2,
45,3,0.4307,assistfirst letter remarks provide,2,
45,4,0.4012,letter remarks provide,2,
45,5,0.3889,claim document,2,
45,6,0.3883,hospital medi assistfirst,2,
45,7,0.3883,couriered hospital medi assistfirst,2,
45,8,0.3883,assistfirst,2,
45,9,0.3883,medi assistfirst,2,
45,10,0.388,claim document couriered,2,
45,11,0.388,claim document couriered hospital,2,
45,12,0.388,document couriered hospital medi,2,
45,13,0.388,hospital medi,2,
45,14,0.388,couriered hospital medi,2,
45,15,0.3879,couriered hospital,2,
45,16,0.3879,document couriered,2,
45,17,0.3879,document couriered hospital,2,
45,18,0.3879,couriered,2,
45,19,0.3876,medi assistfirst letter,2,
46,0,0.6385,card voter id,10,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
46,1,0.6363,card voter,10,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
46,2,0.582,liacence,10,
46,3,0.5814,id driving liacence passport,10,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
46,4,0.5814,liacence passport,10,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
46,5,0.5814,voter id driving liacence,10,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
46,6,0.5814,id driving liacence,10,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
46,7,0.5814,driving liacence passport,10,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
46,8,0.5814,driving liacence,10,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
46,9,0.5805,aadhar card voter id,10,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
46,10,0.5797,aadhar card voter,10,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
46,11,0.5794,beneficiary aadhar card voter,10,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
46,12,0.5794,primary beneficiary aadhar card,10,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
46,13,0.5794,beneficiary aadhar,10,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
46,14,0.5794,proof primary beneficiary aadhar,10,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
46,15,0.5794,primary beneficiary aadhar,10,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
46,16,0.5794,card voter id driving,10,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
46,17,0.5794,beneficiary aadhar card,10,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
46,18,0.5359,voter id driving,10,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
46,19,0.5345,id driving,10,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
47,0,0.7668,remarks confirm previous,2,
47,1,0.7668,remarks confirm previous pre,2,Ensure to provide Previous Pre Auth Approval Document
47,2,0.7629,confirm previous,2,
47,3,0.7476,utilised,2,
47,4,0.7471,previous pre,2,Ensure to provide Previous Pre Auth Approval Document
47,5,0.7463,previous pre authorisation,2,Ensure to provide Previous Pre Auth Approval Document
47,6,0.7461,confirm previous pre,2,Ensure to provide Previous Pre Auth Approval Document
47,7,0.7459,pre authorisation approved,2,Ensure to provide Previous Pre Auth Approval Document
47,8,0.7459,authorisation approved,2,Ensure to provide Previous Pre Auth Approval Document
47,9,0.7459,previous pre authorisation approved,2,Ensure to provide Previous Pre Auth Approval Document
47,10,0.7457,confirm previous pre authorisation,2,Ensure to provide Previous Pre Auth Approval Document
47,11,0.7457,approved utilised,2,Ensure to provide Previous Pre Auth Approval Document
47,12,0.7453,authorisation approved utilised,2,Ensure to provide Previous Pre Auth Approval Document
47,13,0.7453,pre authorisation approved utilised,2,Ensure to provide Previous Pre Auth Approval Document
47,14,0.7415,pre authorisation,2,Ensure to provide Previous Pre Auth Approval Document
47,15,0.7258,authorisation,2,
47,16,0.6912,remarks confirm,2,
47,17,0.6258,approved,2,
47,18,0.6231,utilised ailment,2,
47,19,0.6179,approved utilised ailment,2,Ensure to provide Previous Pre Auth Approval Document
48,0,0.3687,personal,1,Doctor certificate with aetiology and personal history
48,1,0.3648,remarks provide doctor certificate,1,
48,2,0.3628,remarks provide doctor,1,
48,3,0.3599,personal history,1,Doctor certificate with aetiology and personal history
48,4,0.3598,alcohol,1,Ensure to provide details on the history of Alcohol Consumption preferrably on clinical notes
48,5,0.3524,personal history patient,1,Doctor certificate with aetiology and personal history
48,6,0.349,doctor certificate indicating,1,
48,7,0.349,certificate indicating,1,
48,8,0.3481,provide doctor certificate,1,
48,9,0.3478,indicating personal history,1,Doctor certificate with aetiology and personal history
48,10,0.3478,doctor certificate indicating personal,1,Doctor certificate with aetiology and personal history
48,11,0.3478,indicating personal history patient,1,Doctor certificate with aetiology and personal history
48,12,0.3478,certificate indicating personal,1,Doctor certificate with aetiology and personal history
48,13,0.3478,certificate indicating personal history,1,Doctor certificate with aetiology and personal history
48,14,0.3477,indicating personal,1,Doctor certificate with aetiology and personal history
48,15,0.3477,provide doctor certificate indicating,1,Doctor certificate with aetiology and personal history
48,16,0.3464,indicating,1,
48,17,0.3441,alcohol history,1,Ensure to provide details on the history of Alcohol Consumption preferrably on clinical notes
48,18,0.3429,provide doctor,1,
48,19,0.3063,doctor certificate,1,
49,0,0.486,assistfirst letter provide revised,2,
49,1,0.4849,letter provide revised medical,2,Ensure you have provided bill as per the agreed tariff or packages only
49,2,0.4844,letter provide revised,2,
49,3,0.3625,medi assistfirst letter provide,2,
49,4,0.3625,assistfirst letter provide,2,
49,5,0.3576,letter provide,2,
49,6,0.3275,remarks claim document couriered,2,
49,7,0.3272,remarks claim document,2,
49,8,0.3249,remarks claim,2,
49,9,0.2791,hospital medi assistfirst letter,2,
49,10,0.2791,medi assistfirst letter,2,
49,11,0.2791,assistfirst letter,2,
49,12,0.2791,hospital medi assistfirst,2,
49,13,0.2791,medi assistfirst,2,
49,14,0.2791,couriered hospital medi assistfirst,2,
49,15,0.2791,assistfirst,2,
49,16,0.2788,claim document couriered,2,
49,17,0.2788,claim document couriered hospital,2,
49,18,0.2788,document couriered hospital medi,2,
49,19,0.2788,couriered hospital medi,2,
50,0,1.2832,remarks attach final,5,
50,1,1.2619,attach final,5,
50,2,1.0652,remarks attach,5,
50,3,0.779,attach,5,
50,4,0.7339,provide final claimed,5,
50,5,0.7323,final claimed,5,
50,6,0.7093,remarks provide final claimed,5,
50,7,0.6198,dod remarks attach,5,
50,8,0.6112,dod remarks attach final,5,
50,9,0.6016,lly enclose revised,5,
50,10,0.5631,lly enclose,5,
50,11,0.558,remarks provide final,5,
50,12,0.5332,lly,5,
50,13,0.5325,dod remarks,5,
50,14,0.5114,enclose revised,5,
50,15,0.4609,remarks lly enclose revised,5,
50,16,0.4375,claimed,5,
50,17,0.4298,final,5,
50,18,0.4254,remarks lly enclose,5,
50,19,0.4181,provide final,5,
51,0,0.4947,remarks provide doctor certificate,5,
51,1,0.4921,remarks provide doctor,5,
51,2,0.472,certificate indicating personal history,5,Doctor Certificate with Personal History
51,3,0.472,indicating personal history,5,Doctor Certificate with Personal History
51,4,0.472,indicating personal history patient,5,Doctor Certificate with Personal History
51,5,0.472,doctor certificate indicating personal,5,Doctor Certificate with Personal History
51,6,0.472,certificate indicating personal,5,Doctor Certificate with Personal History
51,7,0.472,provide doctor certificate indicating,5,
51,8,0.472,indicating personal,5,
51,9,0.4718,certificate indicating,5,
51,10,0.4718,doctor certificate indicating,5,
51,11,0.4711,personal history patient,5,Doctor Certificate with Personal History
51,12,0.4699,provide doctor certificate,5,
51,13,0.4683,indicating,5,
51,14,0.4664,personal history,5,Doctor Certificate with Personal History
51,15,0.4625,personal,5,
51,16,0.4601,provide doctor,5,
51,17,0.383,personal history patient provide,5,Doctor Certificate with Personal History
51,18,0.3763,history patient provide,5,Doctor Certificate with Personal History
51,19,0.3577,history patient,5,
52,0,0.4419,smoking,6,Doctor Certificate with Personal History
52,1,0.4011,tobacco,6,Doctor Certificate with Personal History
52,2,0.326,smoking tobacco,6,Doctor Certificate with Personal History
52,3,0.3044,personal,6,Doctor Certificate with Personal History
52,4,0.2902,personal history,6,Doctor Certificate with Personal History
52,5,0.2832,patient smoking,6,Doctor Certificate with Personal History
52,6,0.2808,personal history patient,6,Doctor Certificate with Personal History
52,7,0.2792,habitual,6,
52,8,0.2789,doctor habitual history,6,Doctor Certificate with Personal History
52,9,0.2789,doctor habitual,6,Doctor Certificate with Personal History
52,10,0.2789,treating doctor habitual history,6,Doctor Certificate with Personal History
52,11,0.2789,treating doctor habitual,6,Doctor Certificate with Personal History
52,12,0.2789,letter treating doctor habitual,6,Doctor Certificate with Personal History
52,13,0.2707,smoking history,6,Doctor Certificate with Personal History
52,14,0.2693,provide doctor certificate,6,
52,15,0.2693,indicating personal history patient,6,Doctor Certificate with Personal History
52,16,0.2693,doctor certificate indicating personal,6,Doctor Certificate with Personal History
52,17,0.2693,certificate indicating personal history,6,Doctor Certificate with Personal History
52,18,0.2693,indicating personal history,6,Doctor Certificate with Personal History
52,19,0.2693,certificate indicating personal,6,Doctor Certificate with Personal History
53,0,0.1993,chart provide revised,1,
53,1,0.1982,chart provide revised medical,1,
53,2,0.1979,tpr chart provide revised,1,Ensure to provide TPR Chart
53,3,0.1772,remarks provide attested,1,
53,4,0.1772,remarks provide attested copy,1,
53,5,0.1712,tariff remarks provide attested,1,Ensure you have provided bill as per the agreed tariff or packages only
53,6,0.1582,note tpr chart,1,Ensure to provide TPR Chart
53,7,0.1582,doctor note surgery note,1,Ensure to provide all indoor papers
53,8,0.1582,daily doctor note surgery,1,Ensure to provide all indoor papers
53,9,0.1582,doctor note surgery,1,Ensure to provide all indoor papers
53,10,0.1581,note daily doctor note,1,Ensure to provide all indoor papers
53,11,0.1581,admission note daily doctor,1,Ensure to provide all indoor papers
53,12,0.1581,note daily doctor,1,Ensure to provide all indoor papers
53,13,0.158,treatment sheet nurse note,1,Ensure to provide Nurse Notes
53,14,0.158,sheet nurse note,1,Ensure to provide Nurse Notes
53,15,0.158,sheet nurse note tpr,1,Ensure to provide Nurse Notes
53,16,0.158,daily doctor note,1,Ensure to provide all indoor papers
53,17,0.158,daily doctor,1,Ensure to provide all indoor papers
53,18,0.158,nurse note tpr chart,1,Ensure to provide TPR Chart
53,19,0.158,nurse note tpr,1,Ensure to provide TPR Chart
54,0,0.3746,information,6,
54,1,0.368,need information,6,
54,2,0.3666,information need,6,
54,3,0.3665,head suggest,6,
54,4,0.3665,information need approved,6,
54,5,0.3665,hospital letter head suggest,6,
54,6,0.3665,need approved treating,6,
54,7,0.3665,information need approved treating,6,
54,8,0.3665,need approved,6,
54,9,0.3665,information hospital letter,6,
54,10,0.3665,approved treating doctor,6,
54,11,0.3665,approved treating,6,
54,12,0.3665,letter head suggest information,6,
54,13,0.3665,need information hospital,6,
54,14,0.3665,suggest information need approved,6,
54,15,0.3665,information hospital letter head,6,
54,16,0.3665,head suggest information,6,
54,17,0.3665,information hospital,6,
54,18,0.3665,need approved treating doctor,6,
54,19,0.3665,letter head suggest,6,
55,0,0.7022,submission,2,
55,1,0.6132,date different,2,
55,2,0.6124,submission date,2,Ensure to provide reason for late submission of documents if there is any delay
55,3,0.6123,discharge date document,2,
55,4,0.6123,discharge date document submission,2,Ensure to provide reason for late submission of documents if there is any delay
55,5,0.6123,submission date different,2,Ensure to provide reason for late submission of documents if there is any delay
55,6,0.6123,late submission discharge date,2,Ensure to provide reason for late submission of documents if there is any delay
55,7,0.6123,date document submission date,2,Ensure to provide reason for late submission of documents if there is any delay
55,8,0.6123,date document submission,2,Ensure to provide reason for late submission of documents if there is any delay
55,9,0.6123,submission discharge date,2,
55,10,0.6123,submission discharge date document,2,Ensure to provide reason for late submission of documents if there is any delay
55,11,0.6123,document submission date different,2,Ensure to provide reason for late submission of documents if there is any delay
55,12,0.6123,document submission date,2,Ensure to provide reason for late submission of documents if there is any delay
55,13,0.6115,document submission,2,Ensure to provide reason for late submission of documents if there is any delay
55,14,0.6111,submission discharge,2,
55,15,0.6108,date document,2,
55,16,0.6106,late submission discharge,2,Ensure to provide reason for late submission of documents if there is any delay
55,17,0.6094,late submission,2,Ensure to provide reason for late submission of documents if there is any delay
55,18,0.6072,reason late submission,2,Ensure to provide reason for late submission of documents if there is any delay
55,19,0.6031,reason late,2,
56,0,0.2288,remarks provide attested copy,1,
56,1,0.2288,remarks provide attested,1,
56,2,0.2194,interim remarks provide attested,1,
56,3,0.2172,discharge remarks provide attested,1,
56,4,0.2162,tpr chart provide final,1,Ensure to provide TPR Chart
56,5,0.2156,chart provide final,1,
56,6,0.2014,interim,1,
56,7,0.1953,doctor note surgery note,1,Ensure to provide all indoor papers
56,8,0.1953,daily doctor note surgery,1,Ensure to provide all indoor papers
56,9,0.1953,doctor note surgery,1,Ensure to provide all indoor papers
56,10,0.1953,note daily doctor note,1,Ensure to provide all indoor papers
56,11,0.1953,admission note daily doctor,1,Ensure to provide all indoor papers
56,12,0.1953,note daily doctor,1,Ensure to provide all indoor papers
56,13,0.1952,daily doctor note,1,Ensure to provide all indoor papers
56,14,0.1952,daily doctor,1,Ensure to provide all indoor papers
56,15,0.1949,treatment sheet nurse note,1,Ensure to provide Treatment or Medication or Drug chart
56,16,0.1949,sheet nurse note tpr,1,Ensure to provide Nurse Notes
56,17,0.1949,sheet nurse note,1,Ensure to provide Nurse Notes
56,18,0.1949,nurse note tpr,1,Ensure to provide Nurse Notes
56,19,0.1949,nurse note tpr chart,1,Ensure to provide Nurse Notes
57,0,0.228,chart remarks provide attested,2,
57,1,0.1918,nurse,2,Ensure to provide Nurse Notes
57,2,0.1917,indoor case paper containing,2,Ensure to provide all indoor papers
57,3,0.1917,sheet nurse,2,Ensure to provide Nurse Notes
57,4,0.1917,treatment sheet nurse,2,Ensure to provide Nurse Notes
57,5,0.1917,note treatment sheet nurse,2,Ensure to provide Nurse Notes
57,6,0.1917,case paper containing,2,
57,7,0.1917,paper containing,2,
57,8,0.1917,note treatment sheet,2,Ensure to provide Treatment or Medication or Drug chart
57,9,0.1917,containing,2,
57,10,0.1916,containing admission note daily,2,Ensure to provide Admission Notes
57,11,0.1915,paper containing admission note,2,Ensure to provide Admission Notes
57,12,0.1915,containing admission note,2,Ensure to provide Admission Notes
57,13,0.1915,case paper containing admission,2,Ensure to provide Admission Notes
57,14,0.1915,paper containing admission,2,Ensure to provide Admission Notes
57,15,0.1915,containing admission,2,Ensure to provide Admission Notes
57,16,0.1915,admission note daily,2,Ensure to provide Admission Notes
57,17,0.1914,note daily,2,Ensure to provide all indoor papers
57,18,0.1913,daily doctor note,2,Ensure to provide all indoor papers
57,19,0.1913,daily doctor,2,Ensure to provide all indoor papers
58,0,0.8571,doa,1,
58,1,0.7793,clarify remarks,1,
58,2,0.7632,auth doa,1,
58,3,0.7604,pre auth doa,1,
58,4,0.7293,remarks pre auth,1,
58,5,0.7243,clarify remarks pre,1,
58,6,0.7058,remarks pre auth doa,1,
58,7,0.6765,feedback form doa,1,
58,8,0.6756,form doa,1,
58,9,0.6747,pre auth,1,
58,10,0.6711,auth,1,
58,11,0.6597,remarks pre,1,
58,12,0.62,discharge summary doa,1,
58,13,0.6162,summary doa,1,
58,14,0.6056,remarks portal,1,
58,15,0.6045,portal doa,1,
58,16,0.5962,summary feedback form doa,1,
58,17,0.5915,feedback,1,
58,18,0.5883,feedback form,1,
58,19,0.5861,clarify remarks portal,1,
59,0,0.4098,date remarks provide attested,2,
59,1,0.3449,till date remarks provide,2,
59,2,0.3349,date remarks provide,2,
59,3,0.3196,till date remarks,2,
59,4,0.3101,till date,2,
59,5,0.3055,date remarks,2,
59,6,0.3002,till,2,
59,7,0.2341,remarks provide attested copy,2,
59,8,0.2341,remarks provide attested,2,
59,9,0.215,date,2,
59,10,0.1946,paper containing admission note,2,Ensure to provide Admission Notes
59,11,0.1946,containing admission note,2,Ensure to provide Admission Notes
59,12,0.1946,containing admission,2,Ensure to provide Admission Notes
59,13,0.1946,paper containing admission,2,Ensure to provide Admission Notes
59,14,0.1946,case paper containing admission,2,Ensure to provide Admission Notes
59,15,0.1945,indoor case paper containing,2,Ensure to provide all indoor papers
59,16,0.1945,paper containing,2,
59,17,0.1945,case paper containing,2,
59,18,0.1945,containing,2,
59,19,0.1945,treatment sheet nurse note,2,Ensure to provide Nurse Notes
60,0,0.6736,insurance,6,
60,1,0.5303,handwritten,6,
60,2,0.5287,seal signature handwritten,6,
60,3,0.5287,signature handwritten,6,
60,4,0.5278,hospital seal signature handwritten,6,
60,5,0.5273,signature handwritten insurance,6,
60,6,0.5273,handwritten insurance,6,
60,7,0.5273,seal signature handwritten insurance,6,
60,8,0.5263,company printed,6,
60,9,0.5256,final hospital seal signature,6,
60,10,0.5254,final hospital seal,6,
60,11,0.5249,company printed final,6,
60,12,0.5249,company printed final mention,6,
60,13,0.5249,printed final mention,6,
60,14,0.5237,mention insurance final hospital,6,
60,15,0.5237,insurance final hospital,6,
60,16,0.5237,insurance final hospital seal,6,
60,17,0.5236,printed final,6,
60,18,0.5236,insurance final,6,
60,19,0.5235,mention insurance final,6,
61,0,0.608,remarks share previous,2,
61,1,0.608,remarks share previous consultation,2,Ensure to provide Previous Consultation Papers
61,2,0.602,share previous consultation paper,2,Ensure to provide Previous Consultation Papers
61,3,0.6011,share previous consultation,2,Ensure to provide Previous Consultation Papers
61,4,0.5994,share previous,2,
61,5,0.5851,doctor certificate detailing indication,2,Ensure to provide Doctor Certification with indication for surgery
61,6,0.5851,certificate detailing indication,2,Ensure to provide Doctor Certification with indication for surgery
61,7,0.5851,detailing indication,2,Ensure to provide Doctor Certification with indication for surgery
61,8,0.5843,paper investition report,2,
61,9,0.5843,paper investition report doctor,2,
61,10,0.5843,paper investition,2,
61,11,0.5843,investition,2,
61,12,0.5843,consultation paper investition report,2,Ensure to provide Previous Consultation Papers
61,13,0.5843,consultation paper investition,2,Ensure to provide Previous Consultation Papers
61,14,0.5843,previous consultation paper investition,2,Ensure to provide Previous Consultation Papers
61,15,0.5843,investition report doctor certificate,2,
61,16,0.5843,investition report doctor,2,
61,17,0.5843,investition report,2,
61,18,0.5653,report doctor certificate detailing,2,
61,19,0.5651,report doctor certificate,2,
62,0,0.5353,remarks provide admission note,1,Ensure to provide Admission notes with advised line of treatment and planned type of anaesthesia
62,1,0.535,remarks provide admission,1,Ensure to provide Admission notes with advised line of treatment and planned type of anaesthesia
62,2,0.5124,provide admission note detailed,1,Ensure to provide Admission notes with advised line of treatment and planned type of anaesthesia
62,3,0.5063,provide admission note,1,Ensure to provide Admission notes with advised line of treatment and planned type of anaesthesia
62,4,0.5026,information type,1,
62,5,0.5026,procedure information,1,Ensure to provide Admission notes with advised line of treatment and planned type of anaesthesia
62,6,0.5026,procedure information type,1,Ensure to provide Admission notes with advised line of treatment and planned type of anaesthesia
62,7,0.5026,planned procedure information type,1,Ensure to provide Admission notes with advised line of treatment and planned type of anaesthesia
62,8,0.5026,planned procedure information,1,Ensure to provide Admission notes with advised line of treatment and planned type of anaesthesia
62,9,0.5023,detailed line treatment planned,1,Ensure to provide Admission notes with advised line of treatment and planned type of anaesthesia
62,10,0.5022,line treatment planned,1,Ensure to provide Admission notes with advised line of treatment and planned type of anaesthesia
62,11,0.5022,treatment planned procedure information,1,Ensure to provide Admission notes with advised line of treatment and planned type of anaesthesia
62,12,0.5022,treatment planned procedure,1,Ensure to provide Admission notes with advised line of treatment and planned type of anaesthesia
62,13,0.5022,line treatment planned procedure,1,Ensure to provide Admission notes with advised line of treatment and planned type of anaesthesia
62,14,0.5013,admission note detailed,1,
62,15,0.5013,admission note detailed line,1,Ensure to provide Admission notes with advised line of treatment and planned type of anaesthesia
62,16,0.5013,note detailed line treatment,1,Ensure to provide Admission notes with advised line of treatment and planned type of anaesthesia
62,17,0.501,note detailed line,1,Ensure to provide Admission notes with advised line of treatment and planned type of anaesthesia
62,18,0.5005,provide admission,1,
62,19,0.4989,treatment planned,1,Ensure to provide Admission notes with advised line of treatment and planned type of anaesthesia
63,0,0.2557,test report remarks provide,1,Ensure to provide investigation reports to support diagnosis
63,1,0.254,blood test,1,Ensure to provide investigation reports to support diagnosis
63,2,0.2399,detailing need admission share,1,Doctor letter with history and indications
63,3,0.2399,share supportive report,1,Ensure to provide investigation reports to support diagnosis
63,4,0.2399,admission share supportive report,1,Ensure to provide investigation reports to support diagnosis
63,5,0.2399,admission share supportive,1,
63,6,0.2399,need admission share supportive,1,Ensure to provide investigation reports to support diagnosis
63,7,0.2399,doctor detailing need admission,1,Doctor letter with history and indications
63,8,0.2399,treating doctor detailing need,1,
63,9,0.2399,need admission share,1,Doctor letter with history and indications
63,10,0.2399,doctor detailing need,1,
63,11,0.2399,share supportive,1,Ensure to provide investigation reports to support diagnosis
63,12,0.2398,treating doctor detailing,1,
63,13,0.2398,doctor detailing,1,
63,14,0.2398,detailing need admission,1,Doctor letter with history and indications
63,15,0.2398,admission share,1,
63,16,0.2397,detailing need,1,
63,17,0.2393,supportive report previous consultation,1,Ensure to provide investigation reports to support diagnosis
63,18,0.2393,share supportive report previous,1,Ensure to provide investigation reports to support diagnosis
63,19,0.2393,supportive report previous,1,
64,0,0.2677,chart remarks provide revised,5,
64,1,0.1937,tpr chart remarks provide,5,Ensure to provide TPR Chart
64,2,0.1917,note tpr chart remarks,5,Ensure to provide TPR Chart
64,3,0.1905,tpr chart remarks,5,Ensure to provide TPR Chart
64,4,0.1781,chart remarks provide,5,
64,5,0.1736,tariff provide attested,5,Ensure you have provided bill as per the agreed tariff or packages only
64,6,0.1736,tariff provide attested copy,5,Ensure you have provided bill as per the agreed tariff or packages only
64,7,0.1662,chart remarks,5,
64,8,0.1568,daily doctor note,5,Ensure to provide all indoor papers
64,9,0.1568,daily doctor,5,Ensure to provide all indoor papers
64,10,0.1567,doctor note surgery note,5,Ensure to provide all indoor papers
64,11,0.1567,daily doctor note surgery,5,Ensure to provide all indoor papers
64,12,0.1567,doctor note surgery,5,Ensure to provide all indoor papers
64,13,0.1566,note daily doctor note,5,Ensure to provide all indoor papers
64,14,0.1566,admission note daily doctor,5,Ensure to provide all indoor papers
64,15,0.1566,note daily doctor,5,Ensure to provide all indoor papers
64,16,0.1566,note tpr chart,5,Ensure to provide all indoor papers
64,17,0.1564,surgery note,5,
64,18,0.1564,sheet nurse note,5,Ensure to provide Nurse Notes
64,19,0.1564,treatment sheet nurse note,5,Ensure to provide Nurse Notes
